local,genero,data,salario
"*, Île-de-France, France",Female,*/12/1986,$7474.04
"Stockholm, Stockholm, Sweden",Female,*/06/1982,$6525.14
"Stockholm, Stockholm, Sweden",Female,*/06/1982,$2282.24
"*, *, France",Female,06/06/2002,$5198.50
"*, *, France",Female,06/06/2002,$7213.98
"*, *, Portugal",*,*/06/2009,$3078.97
"*, *, Portugal",*,*/06/2009,$3483.46
"*, Viseu, Portugal",Female,*/*/1992,$5919.34
"*, Viseu, Portugal",Female,*/*/1992,$6639.31
"*, Vila Real, Portugal",Male,*/*/*,$7831.28
"*, Vila Real, Portugal",Male,*/*/*,$6999.54
"*, Viseu, Portugal",Female,*/*/*,$2320.29
"*, Viseu, Portugal",Female,*/*/*,$7760.46
"*, *, Sweden",Female,*/11/1987,$3028.28
"*, *, Sweden",Female,*/11/1987,$5057.22
"*, *, *",Female,*/08/2003,$1095.44
"*, *, *",Female,*/08/2003,$7582.88
"*, Lisboa, Portugal",Male,*/*/*,$3122.25
"*, Lisboa, Portugal",Male,*/*/*,$6691.57
"*, *, Sweden",*,*/01/1998,$1583.21
"*, *, Sweden",*,*/01/1998,$2909.91
"*, *, Portugal",Male,29/11/1987,$5948.45
"*, *, Portugal",Male,29/11/1987,$1374.14
"*, Ontario, Canada",Male,*/*/1992,$3468.54
"*, Ontario, Canada",Male,*/*/1992,$6598.41
"Falun, Dalarna, Sweden",Male,*/*/*,$2881.34
"Falun, Dalarna, Sweden",Male,*/*/*,$1455.74
"*, Setúbal, Portugal",Male,*/*/2000,$3573.26
"*, Setúbal, Portugal",Male,*/*/2000,$3591.12
"*, Stockholm, Sweden",Female,*/*/2003,$1188.09
"*, Stockholm, Sweden",Female,*/*/2003,$7718.13
"*, Leiria, Portugal",Male,*/*/*,$4323.07
"*, Leiria, Portugal",Male,*/*/*,$2944.40
"*, *, Portugal",Female,*/*/2005,$6289.95
"*, *, Portugal",Female,*/*/2005,$1213.00
"*, *, United States",Male,*/01/2007,$1681.00
"*, *, United States",Male,*/01/2007,$813.67
"*, Ontario, Canada",Female,*/*/1994,$3688.22
"*, Ontario, Canada",Female,*/*/1994,$7060.60
"*, *, France",Male,*/08/2008,$3542.00
"*, *, France",Male,*/08/2008,$2329.05
"Tulsa, Oklahoma, United States",Female,*/*/*,$3480.31
"Tulsa, Oklahoma, United States",Female,*/*/*,$7653.00
"*, *, *",Female,16/06/1996,$1693.13
"*, *, *",Female,16/06/1996,$1144.42
"*, Porto, Portugal",Female,*/*/1985,$7276.96
"*, Porto, Portugal",Female,*/*/1985,$1488.42
"*, *, *",Male,*/11/1985,$2816.85
"*, *, *",Male,*/11/1985,$6436.46
"*, *, France",Female,15/11/2005,$1242.05
"*, *, France",Female,15/11/2005,$7881.42
"Couto, Braga, Portugal",Female,*/*/*,$7046.63
"Couto, Braga, Portugal",Female,*/*/*,$2880.77
"*, *, *",Male,*/03/2008,$2096.28
"*, *, *",Male,*/03/2008,$3602.31
"*, *, France",Female,*/*/2007,$6827.27
"*, *, France",Female,*/*/2007,$7418.79
"*, Porto, Portugal",*,*/05/1995,$948.41
"*, Porto, Portugal",*,*/05/1995,$6584.92
"Limoges, Limousin, France",Male,*/*/*,$4583.37
"Limoges, Limousin, France",Male,*/*/*,$4491.03
"*, Île-de-France, France",*,*/06/1984,$5823.97
"*, Île-de-France, France",*,*/06/1984,$3466.43
"Norrköping, Östergötland, Sweden",*,*/*/*,$2411.09
"Norrköping, Östergötland, Sweden",*,*/*/*,$3800.57
"Rungis, Île-de-France, France",Male,*/*/*,$7733.10
"Rungis, Île-de-France, France",Male,*/*/*,$3533.25
"*, Veracruz Llave, Mexico",Male,*/*/*,$6995.08
"*, Veracruz Llave, Mexico",Male,*/*/*,$4430.56
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/2003,$6183.10
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/2003,$5404.43
"Göteborg, Västra Götaland, Sweden",Female,*/*/*,$4148.82
"Göteborg, Västra Götaland, Sweden",Female,*/*/*,$5268.12
"Vila Nova de Milfontes, Beja, Portugal",Male,*/*/*,$6298.92
"Vila Nova de Milfontes, Beja, Portugal",Male,*/*/*,$7296.43
"*, *, United States",Male,*/*/1986,$2697.06
"*, *, United States",Male,*/*/1986,$6068.22
"Lidköping, Västra Götaland, Sweden",Female,*/*/*,$4306.65
"Lidköping, Västra Götaland, Sweden",Female,*/*/*,$4161.69
"*, *, Portugal",Female,*/08/1985,$7105.57
"*, *, Portugal",Female,*/08/1985,$3248.92
"*, *, Portugal",Male,*/10/1999,$2534.88
"*, *, Portugal",Male,*/10/1999,$3618.49
"*, Newfoundland and Labrador, Canada",Female,*/*/1985,$3993.28
"*, Newfoundland and Labrador, Canada",Female,*/*/1985,$5677.54
"*, Stockholm, Sweden",Male,*/*/*,$2692.72
"*, Stockholm, Sweden",Male,*/*/*,$919.06
"*, *, France",Male,*/07/1996,$6606.39
"*, *, France",Male,*/07/1996,$6648.08
"Hartford, Connecticut, United States",Male,*/*/*,$4901.14
"Hartford, Connecticut, United States",Male,*/*/*,$4066.86
"*, *, United States",Female,*/*/2005,$1112.80
"*, *, United States",Female,*/*/2005,$3112.29
"*, Lisboa, Portugal",Male,*/*/1996,$6063.49
"*, Lisboa, Portugal",Male,*/*/1996,$6026.38
"*, Manitoba, Canada",Male,*/*/*,$3502.45
"*, Manitoba, Canada",Male,*/*/*,$7376.21
"*, *, Portugal",Male,*/03/2003,$7421.85
"*, *, Portugal",Male,*/03/2003,$5214.50
"*, Île-de-France, France",Male,*/*/2010,$1348.85
"*, Île-de-France, France",Male,*/*/2010,$3645.69
"Bengtsfors, Västra Götaland, Sweden",Male,*/*/*,$5726.93
"Bengtsfors, Västra Götaland, Sweden",Male,*/*/*,$5039.13
"*, Florida, United States",Male,*/*/1991,$5721.70
"*, Florida, United States",Male,*/*/1991,$7516.22
"*, Oaxaca, Mexico",Male,*/*/*,$7170.52
"*, Oaxaca, Mexico",Male,*/*/*,$959.80
"*, Braga, Portugal",Male,*/*/1996,$3574.50
"*, Braga, Portugal",Male,*/*/1996,$1657.74
"*, Île-de-France, France",Female,*/10/1993,$6649.25
"*, Île-de-France, France",Female,*/10/1993,$6294.64
"*, *, Mexico",Male,*/*/1990,$6445.22
"*, *, Mexico",Male,*/*/1990,$883.43
"*, *, France",Male,*/*/2004,$3511.27
"*, *, France",Male,*/*/2004,$4907.54
"*, *, Portugal",Female,*/11/1998,$6030.61
"*, *, Portugal",Female,*/11/1998,$2270.42
"Marseille, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$5763.40
"Marseille, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$1238.66
"Lyon, Rhône-Alpes, France",Male,*/*/*,$4468.57
"Lyon, Rhône-Alpes, France",Male,*/*/*,$6223.79
"*, Ontario, Canada",Female,*/*/*,$4627.92
"*, Ontario, Canada",Female,*/*/*,$7096.91
"Stockholm, Stockholm, Sweden",Female,*/*/*,$5412.88
"Stockholm, Stockholm, Sweden",Female,*/*/*,$2007.00
"*, Rhône-Alpes, France",Female,*/*/1996,$4630.99
"*, Rhône-Alpes, France",Female,*/*/1996,$5399.22
"*, *, Sweden",*,*/03/1982,$7314.87
"*, *, Sweden",*,*/03/1982,$4407.88
"*, Ontario, Canada",Male,*/*/2005,$2454.18
"*, Ontario, Canada",Male,*/*/2005,$1319.03
"Umeå, Västerbotten, Sweden",Male,*/*/*,$7745.97
"Umeå, Västerbotten, Sweden",Male,*/*/*,$3109.94
"*, *, *",Male,*/01/1999,$5736.48
"*, *, *",Male,*/01/1999,$4941.92
"*, *, *",Female,*/11/1983,$2803.76
"*, *, *",Female,*/11/1983,$4776.95
"*, *, United States",Female,*/*/1981,$5249.08
"*, *, United States",Female,*/*/1981,$4047.44
"Fort Lauderdale, Florida, United States",Female,*/*/*,$4324.50
"Fort Lauderdale, Florida, United States",Female,*/*/*,$4305.72
"*, Stockholm, Sweden",Female,*/*/1986,$5373.09
"*, Stockholm, Sweden",Female,*/*/1986,$4664.24
"*, *, *",Female,11/05/1994,$6285.72
"*, *, *",Female,11/05/1994,$2874.62
"*, *, Portugal",*,17/01/1981,$1133.30
"*, *, Portugal",*,17/01/1981,$7973.93
"*, *, France",Female,*/*/1997,$5891.93
"*, *, France",Female,*/*/1997,$5536.87
"Metz, Lorraine, France",Male,*/*/*,$2458.05
"Metz, Lorraine, France",Male,*/*/*,$3030.74
"*, Porto, Portugal",Female,*/*/1990,$6169.95
"*, Porto, Portugal",Female,*/*/1990,$5823.77
"*, *, *",Female,06/05/1983,$2934.66
"*, *, *",Female,06/05/1983,$3229.72
"*, Veracruz Llave, Mexico",Female,*/*/*,$6340.24
"*, Veracruz Llave, Mexico",Female,*/*/*,$7103.44
"*, *, Mexico",Female,*/03/1998,$3769.13
"*, *, Mexico",Female,*/03/1998,$4460.26
"*, Île-de-France, France",Male,*/*/*,$5216.68
"*, Île-de-France, France",Male,*/*/*,$4254.84
"*, *, *",Male,25/03/1995,$5435.41
"*, *, *",Male,25/03/1995,$1697.67
"*, Porto, Portugal",Male,*/*/*,$942.32
"*, Porto, Portugal",Male,*/*/*,$3863.39
"*, *, Portugal",Female,*/05/1981,$5847.43
"*, *, Portugal",Female,*/05/1981,$7847.46
"*, *, Sweden",Female,*/*/1982,$1322.83
"*, *, Sweden",Female,*/*/1982,$6563.49
"*, Setúbal, Portugal",Female,*/*/1998,$2335.56
"*, Setúbal, Portugal",Female,*/*/1998,$877.91
"*, *, Portugal",Female,*/*/1997,$3572.00
"*, *, Portugal",Female,*/*/1997,$7077.49
"*, *, Sweden",Male,*/*/1999,$4632.50
"*, *, Sweden",Male,*/*/1999,$5383.93
"*, *, Portugal",Male,*/12/2003,$7386.55
"*, *, Portugal",Male,*/12/2003,$4260.82
"*, Alberta, Canada",*,*/05/2005,$1310.34
"*, Alberta, Canada",*,*/05/2005,$5514.96
"*, Pays de la Loire, France",Female,*/*/*,$1350.28
"*, Pays de la Loire, France",Female,*/*/*,$6148.93
"*, Aveiro, Portugal",Male,*/*/*,$5979.17
"*, Aveiro, Portugal",Male,*/*/*,$1247.98
"*, Rhône-Alpes, France",Female,*/*/1992,$3055.75
"*, Rhône-Alpes, France",Female,*/*/1992,$5447.93
"Washington, District of Columbia, United States",Female,*/*/*,$4199.58
"Washington, District of Columbia, United States",Female,*/*/*,$1715.64
"*, Bretagne, France",Male,*/*/*,$3827.17
"*, Bretagne, France",Male,*/*/*,$5323.97
"*, New York, United States",Female,*/*/*,$5447.94
"*, New York, United States",Female,*/*/*,$5953.02
"*, *, Sweden",Male,*/*/1999,$1611.42
"*, *, Sweden",Male,*/*/1999,$6492.17
"*, Île-de-France, France",Male,*/*/*,$5004.78
"*, Île-de-France, France",Male,*/*/*,$4879.99
"*, Porto, Portugal",Female,*/*/*,$6184.82
"*, Porto, Portugal",Female,*/*/*,$7202.43
"Nässjö, Jönköping, Sweden",*,*/*/2010,$6819.26
"Nässjö, Jönköping, Sweden",*,*/*/2010,$2260.68
"*, Östergötland, Sweden",Male,*/*/*,$3775.21
"*, Östergötland, Sweden",Male,*/*/*,$2321.79
"Épinal, Lorraine, France",Female,*/*/*,$3201.59
"Épinal, Lorraine, France",Female,*/*/*,$2306.32
"*, Norrbotten, Sweden",Male,*/*/*,$2746.65
"*, Norrbotten, Sweden",Male,*/*/*,$2161.64
"Nice, Provence-Alpes-Côte d'Azur, France",Male,*/*/*,$2208.72
"Nice, Provence-Alpes-Côte d'Azur, France",Male,*/*/*,$1466.87
"*, Île-de-France, France",Male,*/*/*,$5521.83
"*, Île-de-France, France",Male,*/*/*,$5825.49
"*, *, Portugal",Male,*/*/1987,$5038.59
"*, *, Portugal",Male,*/*/1987,$1586.61
"*, *, Portugal",Female,*/07/1988,$6594.48
"*, *, Portugal",Female,*/07/1988,$4022.26
"Svalöv, Skåne, Sweden",Female,*/*/*,$1798.82
"Svalöv, Skåne, Sweden",Female,*/*/*,$7553.46
"*, *, Canada",Female,*/03/2006,$5372.60
"*, *, Canada",Female,*/03/2006,$1786.57
"*, Île-de-France, France",Female,*/*/*,$5410.56
"*, Île-de-France, France",Female,*/*/*,$1191.96
"*, California, United States",*,*/*/1990,$2065.92
"*, California, United States",*,*/*/1990,$1165.10
"*, Santarém, Portugal",Male,*/*/*,$4575.88
"*, Santarém, Portugal",Male,*/*/*,$6680.18
"*, Stockholm, Sweden",*,*/01/1983,$3246.27
"*, Stockholm, Sweden",*,*/01/1983,$2282.26
"Lyon, Rhône-Alpes, France",Female,*/*/*,$1160.10
"Lyon, Rhône-Alpes, France",Female,*/*/*,$6410.80
"*, *, Mexico",Male,*/*/1991,$5747.87
"*, *, Mexico",Male,*/*/1991,$3076.92
"*, *, *",Male,*/07/2004,$4826.17
"*, *, *",Male,*/07/2004,$3875.41
"*, Setúbal, Portugal",Female,*/*/*,$6296.35
"*, Setúbal, Portugal",Female,*/*/*,$7753.83
"Frankfort, Kentucky, United States",*,*/*/*,$7402.15
"Frankfort, Kentucky, United States",*,*/*/*,$4178.43
"*, *, United States",Female,*/08/1989,$2775.31
"*, *, United States",Female,*/08/1989,$2495.07
"Lombo Meão, Aveiro, Portugal",Male,*/*/*,$7540.04
"Lombo Meão, Aveiro, Portugal",Male,*/*/*,$3717.17
"*, Saskatchewan, Canada",Female,*/*/*,$2409.34
"*, Saskatchewan, Canada",Female,*/*/*,$5469.92
"*, Texas, United States",Female,*/*/*,$2926.75
"*, Texas, United States",Female,*/*/*,$3006.83
"Niort, Poitou-Charentes, France",Female,*/*/*,$6430.52
"Niort, Poitou-Charentes, France",Female,*/*/*,$6674.63
"*, California, United States",Female,*/*/*,$6742.63
"*, California, United States",Female,*/*/*,$6964.99
"*, Lisboa, Portugal",Male,*/08/2003,$2866.63
"*, Lisboa, Portugal",Male,*/08/2003,$7660.68
"*, *, Canada",Female,*/07/2001,$7801.31
"*, *, Canada",Female,*/07/2001,$2894.36
"*, *, Portugal",Male,*/*/1985,$7373.11
"*, *, Portugal",Male,*/*/1985,$5932.94
"*, Centre, France",Female,*/*/*,$6424.69
"*, Centre, France",Female,*/*/*,$1934.60
"*, *, Portugal",Female,*/*/1995,$4764.60
"*, *, Portugal",Female,*/*/1995,$2363.38
"*, *, Mexico",Female,*/*/2008,$4210.02
"*, *, Mexico",Female,*/*/2008,$7048.06
"*, *, Mexico",Female,*/*/2009,$2098.58
"*, *, Mexico",Female,*/*/2009,$2858.06
"*, Lisboa, Portugal",Female,*/*/*,$5191.05
"*, Lisboa, Portugal",Female,*/*/*,$5751.78
"*, British Columbia, Canada",Male,*/*/*,$5677.74
"*, British Columbia, Canada",Male,*/*/*,$1653.38
"*, *, Mexico",Male,*/*/1999,$1452.90
"*, *, Mexico",Male,*/*/1999,$1534.82
"*, *, Canada",Male,*/10/1986,$5150.96
"*, *, Canada",Male,*/10/1986,$1318.68
"*, Florida, United States",Male,*/*/1998,$7355.48
"*, Florida, United States",Male,*/*/1998,$2212.91
"Metz, Lorraine, France",Female,*/*/*,$6428.54
"Metz, Lorraine, France",Female,*/*/*,$2463.52
"*, Oaxaca, Mexico",Female,*/*/*,$3556.11
"*, Oaxaca, Mexico",Female,*/*/*,$5563.62
"*, Basse-Normandie, France",Female,*/*/*,$2422.65
"*, Basse-Normandie, France",Female,*/*/*,$1280.62
"*, Texas, United States",Male,*/*/*,$1059.41
"*, Texas, United States",Male,*/*/*,$4000.92
"*, *, Mexico",Male,*/*/*,$4077.84
"*, *, Mexico",Male,*/*/*,$6686.36
"Sundsvall, Västernorrland, Sweden",Male,*/*/2004,$4631.52
"Sundsvall, Västernorrland, Sweden",Male,*/*/2004,$6963.88
"*, *, United States",Female,*/10/1997,$6834.47
"*, *, United States",Female,*/10/1997,$5428.38
"*, Languedoc-Roussillon, France",Female,*/08/2003,$3478.88
"*, Languedoc-Roussillon, France",Female,*/08/2003,$1336.07
"*, *, Portugal",Male,*/05/1994,$7794.99
"*, *, Portugal",Male,*/05/1994,$2437.75
"*, Centre, France",Female,*/*/*,$976.45
"*, Centre, France",Female,*/*/*,$2902.49
"*, *, *",Female,*/09/1988,$6144.12
"*, *, *",Female,*/09/1988,$1426.01
"*, Pays de la Loire, France",Female,*/*/*,$7274.50
"*, Pays de la Loire, France",Female,*/*/*,$6432.81
"*, *, Portugal",Female,*/08/1982,$4052.82
"*, *, Portugal",Female,*/08/1982,$6369.60
"*, Québec, Canada",Male,*/*/1984,$6662.13
"*, Québec, Canada",Male,*/*/1984,$5790.08
"*, Santarém, Portugal",Female,*/*/*,$7816.46
"*, Santarém, Portugal",Female,*/*/*,$1653.56
"Katrineholm, Södermanland, Sweden",*,*/*/*,$7783.26
"Katrineholm, Södermanland, Sweden",*,*/*/*,$4874.88
"*, *, *",Male,*/12/1982,$3859.70
"*, *, *",Male,*/12/1982,$4285.93
"*, Stockholm, Sweden",Male,*/*/*,$1823.14
"*, Stockholm, Sweden",Male,*/*/*,$6874.81
"Stockholm, Stockholm, Sweden",Female,*/*/*,$7290.49
"Stockholm, Stockholm, Sweden",Female,*/*/*,$6950.84
"*, Rhône-Alpes, France",Female,*/*/*,$2671.01
"*, Rhône-Alpes, France",Female,*/*/*,$3747.55
"*, *, United States",Male,*/*/1993,$3036.16
"*, *, United States",Male,*/*/1993,$4300.13
"*, Lisboa, Portugal",Male,*/*/*,$5825.82
"*, Lisboa, Portugal",Male,*/*/*,$5108.35
"*, *, *",Female,*/06/2005,$7134.93
"*, *, *",Female,*/06/2005,$1032.14
"*, *, United States",Female,*/*/1994,$2781.81
"*, *, United States",Female,*/*/1994,$3041.78
