local,genero,data,salario
"Göteborg, Västra Götaland, Sweden",Male,*/*/*,$3472.88
"Göteborg, Västra Götaland, Sweden",Male,*/*/*,$938.01
"Göteborg, Västra Götaland, Sweden",Male,*/*/*,$5383.93
"*, *, *",Male,*/*/*,$3989.06
"*, *, *",Male,*/*/*,$3502.45
"*, *, *",Male,*/*/*,$2587.42
"*, *, *",Male,*/*/*,$825.82
"*, Ontario, Canada",Male,*/*/*,$7565.57
"*, Ontario, Canada",Male,*/*/*,$6598.41
"*, Ontario, Canada",Male,*/*/*,$3468.54
"*, Ontario, Canada",Male,*/*/*,$6383.39
"*, *, Canada",Female,*/*/*,$4240.55
"*, *, Canada",Female,*/*/*,$1647.59
"*, *, Canada",Female,*/*/*,$3646.85
"*, *, Canada",Female,*/*/*,$7292.50
"*, *, United States",Female,*/*/*,$4241.71
"*, *, United States",Female,*/*/*,$3031.23
"*, *, United States",Female,*/*/*,$3720.58
"*, *, United States",Female,*/*/*,$3472.73
"*, *, United States",Female,*/*/*,$6742.63
"*, *, United States",Female,*/*/*,$6964.99
"*, *, United States",Female,*/*/*,$2495.07
"*, *, United States",Female,*/*/*,$5892.17
"*, *, *",Female,*/08/2003,$1095.44
"*, *, *",Female,*/08/2003,$7582.88
"*, *, *",Female,*/08/2003,$3478.88
"*, *, *",Female,*/08/2003,$1336.07
"*, *, Sweden",Male,*/*/*,$2746.65
"*, *, Sweden",Male,*/*/*,$2161.64
"*, *, Sweden",Male,*/*/*,$1574.30
"*, *, Sweden",Male,*/*/*,$3003.76
"*, *, Sweden",Male,*/*/*,$7665.45
"*, *, Sweden",Male,*/*/*,$3520.57
"*, *, Sweden",Male,*/*/*,$6721.69
"*, *, Sweden",Male,*/*/*,$4862.69
"*, *, United States",Female,*/*/*,$3591.60
"*, *, United States",Female,*/*/*,$7653.00
"*, *, United States",Female,*/*/*,$5428.38
"*, *, United States",Female,*/*/*,$3435.26
"*, *, Sweden",Male,*/*/*,$6874.81
"*, *, Sweden",Male,*/*/*,$3218.09
"*, *, Sweden",Male,*/*/*,$919.06
"*, *, Sweden",Male,*/*/*,$7922.29
"*, *, *",Male,*/*/1981,$6189.32
"*, *, *",Male,*/*/1981,$5563.83
"*, *, *",Male,*/*/1981,$5002.09
"*, *, *",Male,*/*/1981,$5731.07
"*, Île-de-France, France",*,*/*/*,$2627.52
"*, Île-de-France, France",*,*/*/*,$3108.98
"*, Île-de-France, France",*,*/*/*,$5825.49
"*, Île-de-France, France",*,*/*/*,$7733.10
"*, *, Sweden",Male,*/*/1999,$4632.50
"*, *, Sweden",Male,*/*/1999,$6492.17
"*, *, Sweden",Male,*/*/1999,$4542.92
"*, *, Sweden",Male,*/*/1999,$1611.42
"*, Stockholm, Sweden",Female,*/*/*,$2943.14
"*, Stockholm, Sweden",Female,*/*/*,$6950.84
"*, Stockholm, Sweden",Female,*/*/*,$4391.85
"*, Stockholm, Sweden",Female,*/*/*,$4848.93
"*, *, United States",*,*/*/*,$7402.15
"*, *, United States",*,*/*/*,$5407.86
"*, *, United States",*,*/*/*,$4178.43
"*, *, United States",*,*/*/*,$3191.09
"*, *, Portugal",Male,*/*/*,$3591.12
"*, *, Portugal",Male,*/*/*,$3573.26
"*, *, Portugal",Male,*/*/*,$5932.94
"*, *, Portugal",Male,*/*/*,$5530.59
"*, *, Portugal",Male,*/*/*,$1305.29
"*, *, Portugal",Male,*/*/*,$1558.87
"*, *, Portugal",Male,*/*/*,$7973.93
"*, *, Portugal",Male,*/*/*,$2867.51
"*, *, Portugal",Male,*/*/*,$4260.82
"*, *, Portugal",Male,*/*/*,$5214.50
"*, *, Portugal",Male,*/*/*,$3526.69
"*, *, Portugal",Male,*/*/*,$2866.63
"*, Skåne, Sweden",*,*/*/*,$962.08
"*, Skåne, Sweden",*,*/*/*,$2250.17
"*, Skåne, Sweden",*,*/*/*,$2969.04
"*, Skåne, Sweden",*,*/*/*,$6293.42
"*, Québec, Canada",*,*/*/*,$6296.75
"*, Québec, Canada",*,*/*/*,$6642.44
"*, Québec, Canada",*,*/*/*,$3027.02
"*, Québec, Canada",*,*/*/*,$4501.34
"*, *, *",Female,*/*/1983,$3229.72
"*, *, *",Female,*/*/1983,$2934.66
"*, *, *",Female,*/*/1983,$4776.95
"*, *, *",Female,*/*/1983,$7453.73
"*, New Brunswick, Canada",Female,*/*/*,$1403.76
"*, New Brunswick, Canada",Female,*/*/*,$5396.24
"*, New Brunswick, Canada",Female,*/*/*,$1693.13
"*, New Brunswick, Canada",Female,*/*/*,$4139.57
"*, *, *",Male,*/*/*,$1575.72
"*, *, *",Male,*/*/*,$3911.50
"*, *, *",Male,*/*/*,$6235.09
"*, *, *",Male,*/*/*,$5116.30
"*, Porto, Portugal",Female,*/*/*,$6169.95
"*, Porto, Portugal",Female,*/*/*,$5823.77
"*, Porto, Portugal",Female,*/*/*,$1488.42
"*, Porto, Portugal",Female,*/*/*,$1973.45
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$6183.10
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$5404.43
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$6974.65
"*, Provence-Alpes-Côte d'Azur, France",Female,*/*/*,$1238.66
"*, Ontario, Canada",Male,*/*/*,$1319.03
"*, Ontario, Canada",Male,*/*/*,$2454.18
"*, Ontario, Canada",Male,*/*/*,$6095.84
"*, Ontario, Canada",Male,*/*/*,$5453.13
"*, *, *",Female,*/11/2005,$6230.34
"*, *, *",Female,*/11/2005,$3334.96
"*, *, *",Female,*/11/2005,$3112.29
"*, *, *",Female,*/11/2005,$1242.05
"*, *, Portugal",Male,*/*/*,$7454.96
"*, *, Portugal",Male,*/*/*,$6691.57
"*, *, Portugal",Male,*/*/*,$1245.80
"*, *, Portugal",Male,*/*/*,$4919.65
"*, *, *",*,*/*/2009,$3078.97
"*, *, *",*,*/*/2009,$6712.81
"*, *, *",*,*/*/2009,$3483.46
"*, *, *",*,*/*/2009,$4575.88
"*, *, France",*,*/*/*,$7503.54
"*, *, France",*,*/*/*,$7825.33
"*, *, France",*,*/*/*,$5004.78
"*, *, France",*,*/*/*,$2201.87
"*, New York, United States",Female,*/*/*,$2622.47
"*, New York, United States",Female,*/*/*,$1509.69
"*, New York, United States",Female,*/*/*,$5953.02
"*, New York, United States",Female,*/*/*,$5447.94
"*, *, France",Male,*/*/*,$1555.57
"*, *, France",Male,*/*/*,$7063.28
"*, *, France",Male,*/*/*,$7199.46
"*, *, France",Male,*/*/*,$2208.72
"*, *, United States",Female,*/*/*,$6243.42
"*, *, United States",Female,*/*/*,$1839.10
"*, *, United States",Female,*/*/*,$7589.64
"*, *, United States",Female,*/*/*,$1668.43
"*, *, Portugal",Female,*/*/*,$2533.07
"*, *, Portugal",Female,*/*/*,$7753.83
"*, *, Portugal",Female,*/*/*,$2060.75
"*, *, Portugal",Female,*/*/*,$7649.68
"*, *, *",Male,*/*/*,$4354.51
"*, *, *",Male,*/*/*,$5054.87
"*, *, *",Male,*/*/*,$1657.74
"*, *, *",Male,*/*/*,$7145.67
"*, *, France",*,*/*/1989,$1655.67
"*, *, France",*,*/*/1989,$5459.27
"*, *, France",*,*/*/1989,$7068.52
"*, *, France",*,*/*/1989,$1186.54
"*, *, United States",Male,*/*/*,$7248.09
"*, *, United States",Male,*/*/*,$1697.67
"*, *, United States",Male,*/*/*,$5721.70
"*, *, United States",Male,*/*/*,$4879.74
"*, *, Canada",Male,*/*/*,$991.46
"*, *, Canada",Male,*/*/*,$4910.20
"*, *, Canada",Male,*/*/*,$6593.84
"*, *, Canada",Male,*/*/*,$7816.91
"*, Île-de-France, France",Female,*/*/*,$3435.34
"*, Île-de-France, France",Female,*/*/*,$2654.98
"*, Île-de-France, France",Female,*/*/*,$1467.94
"*, Île-de-France, France",Female,*/*/*,$3374.55
"*, *, United States",Male,*/*/*,$5236.49
"*, *, United States",Male,*/*/*,$7355.48
"*, *, United States",Male,*/*/*,$3306.51
"*, *, United States",Male,*/*/*,$2212.91
"*, *, Portugal",Female,*/*/*,$6105.52
"*, *, Portugal",Female,*/*/*,$6907.90
"*, *, Portugal",Female,*/*/*,$7327.12
"*, *, Portugal",Female,*/*/*,$7046.63
"*, Santarém, Portugal",Female,*/*/*,$4371.91
"*, Santarém, Portugal",Female,*/*/*,$1133.30
"*, Santarém, Portugal",Female,*/*/*,$3375.21
"*, Santarém, Portugal",Female,*/*/*,$5964.41
"*, Île-de-France, France",Male,*/*/*,$1020.66
"*, Île-de-France, France",Male,*/*/*,$6946.23
"*, Île-de-France, France",Male,*/*/*,$5521.83
"*, Île-de-France, France",Male,*/*/*,$3466.43
"*, *, Portugal",Male,*/*/1994,$7794.99
"*, *, Portugal",Male,*/*/1994,$2437.75
"*, *, Portugal",Male,*/*/1994,$3868.21
"*, *, Portugal",Male,*/*/1994,$4504.29
"*, *, Portugal",*,*/*/*,$3717.17
"*, *, Portugal",*,*/*/*,$7540.04
"*, *, Portugal",*,*/*/*,$4370.17
"*, *, Portugal",*,*/*/*,$4728.31
"*, Västra Götaland, Sweden",Male,*/*/*,$6436.46
"*, Västra Götaland, Sweden",Male,*/*/*,$6881.36
"*, Västra Götaland, Sweden",Male,*/*/*,$2946.37
"*, Västra Götaland, Sweden",Male,*/*/*,$6578.25
"*, *, *",Male,*/*/*,$7817.66
"*, *, *",Male,*/*/*,$1188.11
"*, *, *",Male,*/*/*,$5038.59
"*, *, *",Male,*/*/*,$7749.41
"*, *, Portugal",Male,*/*/*,$7313.37
"*, *, Portugal",Male,*/*/*,$7833.82
"*, *, Portugal",Male,*/*/*,$4578.33
"*, *, Portugal",Male,*/*/*,$6549.93
"*, *, Canada",Female,*/*/*,$4100.69
"*, *, Canada",Female,*/*/*,$2894.36
"*, *, Canada",Female,*/*/*,$7760.58
"*, *, Canada",Female,*/*/*,$5427.64
"*, *, Canada",Male,*/*/*,$6289.41
"*, *, Canada",Male,*/*/*,$7376.21
"*, *, Canada",Male,*/*/*,$1129.83
"*, *, Canada",Male,*/*/*,$4094.94
"*, *, Sweden",*,*/*/*,$7937.78
"*, *, Sweden",*,*/*/*,$7242.59
"*, *, Sweden",*,*/*/*,$5609.60
"*, *, Sweden",*,*/*/*,$4912.45
"*, Île-de-France, France",Female,*/*/*,$6872.51
"*, Île-de-France, France",Female,*/*/*,$4680.61
"*, Île-de-France, France",Female,*/*/*,$1191.96
"*, Île-de-France, France",Female,*/*/*,$5536.87
"*, *, United States",Female,*/*/*,$7311.26
"*, *, United States",Female,*/*/*,$4689.02
"*, *, United States",Female,*/*/*,$943.67
"*, *, United States",Female,*/*/*,$7511.52
"*, *, Portugal",Male,*/*/1999,$6056.46
"*, *, Portugal",Male,*/*/1999,$3618.49
"*, *, Portugal",Male,*/*/1999,$3200.25
"*, *, Portugal",Male,*/*/1999,$2534.88
"*, *, *",Male,*/*/*,$7421.85
"*, *, *",Male,*/*/*,$6760.76
"*, *, *",Male,*/*/*,$1466.87
"*, *, *",Male,*/*/*,$7159.29
"*, Texas, United States",Female,*/*/*,$2926.75
"*, Texas, United States",Female,*/*/*,$3006.83
"*, Texas, United States",Female,*/*/*,$7700.50
"*, Texas, United States",Female,*/*/*,$3358.51
"*, *, France",Female,*/*/*,$5814.99
"*, *, France",Female,*/*/*,$6860.11
"*, *, France",Female,*/*/*,$1353.19
"*, *, France",Female,*/*/*,$1350.28
"*, *, Sweden",Male,*/*/2004,$4631.52
"*, *, Sweden",Male,*/*/2004,$6963.88
"*, *, Sweden",Male,*/*/2004,$6630.49
"*, *, Sweden",Male,*/*/2004,$3875.41
"*, *, *",Female,*/*/*,$2367.97
"*, *, *",Female,*/*/*,$4109.65
"*, *, *",Female,*/*/*,$809.15
"*, *, *",Female,*/*/*,$1385.97
"*, *, *",Male,*/*/*,$3585.70
"*, *, *",Male,*/*/*,$5169.65
"*, *, *",Male,*/*/*,$1735.93
"*, *, *",Male,*/*/*,$1127.28
"*, Västra Götaland, Sweden",Female,*/*/*,$4382.96
"*, Västra Götaland, Sweden",Female,*/*/*,$6869.03
"*, Västra Götaland, Sweden",Female,*/*/*,$5087.05
"*, Västra Götaland, Sweden",Female,*/*/*,$5240.94
"*, Lorraine, France",Female,*/*/*,$4160.18
"*, Lorraine, France",Female,*/*/*,$7595.55
"*, Lorraine, France",Female,*/*/*,$3201.59
"*, Lorraine, France",Female,*/*/*,$6428.54
"*, *, Portugal",Female,*/*/*,$5368.89
"*, *, Portugal",Female,*/*/*,$6172.13
"*, *, Portugal",Female,*/*/*,$1213.00
"*, *, Portugal",Female,*/*/*,$2363.38
"*, *, France",Female,*/*/*,$5763.40
"*, *, France",Female,*/*/*,$2772.86
"*, *, France",Female,*/*/*,$2874.62
"*, *, France",Female,*/*/*,$1484.69
"*, Västra Götaland, Sweden",*,*/*/*,$5977.38
"*, Västra Götaland, Sweden",*,*/*/*,$6062.26
"*, Västra Götaland, Sweden",*,*/*/*,$6059.58
"*, Västra Götaland, Sweden",*,*/*/*,$5726.93
"*, *, France",Female,*/*/*,$4400.91
"*, *, France",Female,*/*/*,$2004.14
"*, *, France",Female,*/*/*,$6889.74
"*, *, France",Female,*/*/*,$1280.62
"*, Rhône-Alpes, France",Female,*/*/*,$5503.12
"*, Rhône-Alpes, France",Female,*/*/*,$5399.22
"*, Rhône-Alpes, France",Female,*/*/*,$3747.55
"*, Rhône-Alpes, France",Female,*/*/*,$2565.78
"*, *, *",Male,*/*/*,$1994.12
"*, *, *",Male,*/*/*,$3613.73
"*, *, *",Male,*/*/*,$7917.34
"*, *, *",Male,*/*/*,$7082.80
"*, Centre, France",Male,*/*/*,$2655.12
"*, Centre, France",Male,*/*/*,$7519.69
"*, Centre, France",Male,*/*/*,$5620.85
"*, Centre, France",Male,*/*/*,$6336.71
"*, *, United States",Female,*/*/*,$2781.81
"*, *, United States",Female,*/*/*,$3041.78
"*, *, United States",Female,*/*/*,$4047.44
"*, *, United States",Female,*/*/*,$6968.33
"*, *, *",Female,*/*/*,$6144.12
"*, *, *",Female,*/*/*,$1426.01
"*, *, *",Female,*/*/*,$3625.99
"*, *, *",Female,*/*/*,$3011.36
"*, *, Portugal",Female,*/*/1988,$3223.62
"*, *, Portugal",Female,*/*/1988,$4022.26
"*, *, Portugal",Female,*/*/1988,$4302.66
"*, *, Portugal",Female,*/*/1988,$6594.48
"*, *, *",Male,*/*/*,$6553.93
"*, *, *",Male,*/*/*,$5307.88
"*, *, *",Male,*/*/*,$7665.32
"*, *, *",Male,*/*/*,$2729.76
"*, Ontario, Canada",Female,*/*/*,$3688.22
"*, Ontario, Canada",Female,*/*/*,$7060.60
"*, Ontario, Canada",Female,*/*/*,$5974.55
"*, Ontario, Canada",Female,*/*/*,$2465.50
"*, *, France",Female,*/*/*,$2306.32
"*, *, France",Female,*/*/*,$2463.52
"*, *, France",Female,*/*/*,$7201.06
"*, *, France",Female,*/*/*,$7418.79
"*, *, United States",*,*/*/*,$3567.45
"*, *, United States",*,*/*/*,$3427.50
"*, *, United States",*,*/*/*,$2816.85
"*, *, United States",*,*/*/*,$7530.19
"*, *, France",Female,*/*/*,$2471.10
"*, *, France",Female,*/*/*,$1934.60
"*, *, France",Female,*/*/*,$4518.41
"*, *, France",Female,*/*/*,$4725.00
"*, Stockholm, Sweden",Female,*/*/*,$1609.66
"*, Stockholm, Sweden",Female,*/*/*,$2293.48
"*, Stockholm, Sweden",Female,*/*/*,$2007.00
"*, Stockholm, Sweden",Female,*/*/*,$4664.24
"*, *, France",Male,*/*/*,$5778.85
"*, *, France",Male,*/*/*,$7900.09
"*, *, France",Male,*/*/*,$5700.29
"*, *, France",Male,*/*/*,$6939.54
"*, Porto, Portugal",Female,*/*/*,$5283.42
"*, Porto, Portugal",Female,*/*/*,$7795.42
"*, Porto, Portugal",Female,*/*/*,$1665.32
"*, Porto, Portugal",Female,*/*/*,$3296.00
"*, *, *",Female,*/*/*,$5750.62
"*, *, *",Female,*/*/*,$1288.62
"*, *, *",Female,*/*/*,$7983.68
"*, *, *",Female,*/*/*,$6525.14
"*, *, *",Female,*/*/*,$4324.50
"*, *, *",Female,*/*/*,$4305.72
"*, *, *",Female,*/*/*,$3562.87
"*, *, *",Female,*/*/*,$7697.11
"*, *, Portugal",Male,*/*/*,$7491.62
"*, *, Portugal",Male,*/*/*,$6118.17
"*, *, Portugal",Male,*/*/*,$6026.38
"*, *, Portugal",Male,*/*/*,$6417.75
"*, *, Sweden",Female,*/*/*,$1188.09
"*, *, Sweden",Female,*/*/*,$6190.47
"*, *, Sweden",Female,*/*/*,$7035.04
"*, *, Sweden",Female,*/*/*,$7278.18
"*, *, Sweden",Female,*/*/1985,$6867.13
"*, *, Sweden",Female,*/*/1985,$1145.67
"*, *, Sweden",Female,*/*/1985,$3014.90
"*, *, Sweden",Female,*/*/1985,$4250.40
"*, *, *",Female,*/*/*,$2098.58
"*, *, *",Female,*/*/*,$2858.06
"*, *, *",Female,*/*/*,$805.10
"*, *, *",Female,*/*/*,$1483.52
"*, Centre, France",Male,*/*/*,$5485.14
"*, Centre, France",Male,*/*/*,$3812.30
"*, Centre, France",Male,*/*/*,$7680.45
"*, Centre, France",Male,*/*/*,$3635.14
"*, *, *",Male,*/*/*,$3911.57
"*, *, *",Male,*/*/*,$2843.99
"*, *, *",Male,*/*/*,$6488.85
"*, *, *",Male,*/*/*,$6063.49
"*, Porto, Portugal",Male,*/*/*,$4902.14
"*, Porto, Portugal",Male,*/*/*,$6584.92
"*, Porto, Portugal",Male,*/*/*,$3863.39
"*, Porto, Portugal",Male,*/*/*,$6067.37
"*, *, Sweden",Male,*/*/*,$6327.46
"*, *, Sweden",Male,*/*/*,$3372.24
"*, *, Sweden",Male,*/*/*,$5435.41
"*, *, Sweden",Male,*/*/*,$3349.35
"*, *, *",Male,*/*/*,$2558.15
"*, *, *",Male,*/*/*,$5216.68
"*, *, *",Male,*/*/*,$4826.17
"*, *, *",Male,*/*/*,$6261.32
"*, *, *",Male,*/*/*,$7303.77
"*, *, *",Male,*/*/*,$1742.83
"*, *, *",Male,*/*/*,$6662.13
"*, *, *",Male,*/*/*,$883.43
"*, *, United States",Male,*/*/*,$3581.83
"*, *, United States",Male,*/*/*,$2454.79
"*, *, United States",Male,*/*/*,$1175.28
"*, *, United States",Male,*/*/*,$4285.93
"*, *, Canada",Female,*/*/*,$4468.31
"*, *, Canada",Female,*/*/*,$5677.54
"*, *, Canada",Female,*/*/*,$3993.28
"*, *, Canada",Female,*/*/*,$7801.31
"*, *, *",Male,*/*/*,$4511.71
"*, *, *",Male,*/*/*,$3401.73
"*, *, *",Male,*/*/*,$7857.47
"*, *, *",Male,*/*/*,$7689.46
"*, *, France",Male,*/*/*,$6606.39
"*, *, France",Male,*/*/*,$6648.08
"*, *, France",Male,*/*/*,$4105.04
"*, *, France",Male,*/*/*,$2458.05
"*, *, France",Male,*/*/*,$3511.27
"*, *, France",Male,*/*/*,$4907.54
"*, *, France",Male,*/*/*,$3316.55
"*, *, France",Male,*/*/*,$2329.05
"*, *, *",*,*/*/*,$1909.73
"*, *, *",*,*/*/*,$3988.74
"*, *, *",*,*/*/*,$5891.65
"*, *, *",*,*/*/*,$3027.41
"*, Île-de-France, France",Female,*/*/*,$2452.61
"*, Île-de-France, France",Female,*/*/*,$5316.35
"*, Île-de-France, France",Female,*/*/*,$2236.23
"*, Île-de-France, France",Female,*/*/*,$4480.55
"*, *, *",*,*/01/1998,$1583.21
"*, *, *",*,*/01/1998,$6769.72
"*, *, *",*,*/01/1998,$2909.91
"*, *, *",*,*/01/1998,$7553.46
"*, *, Sweden",*,*/*/*,$3689.16
"*, *, Sweden",*,*/*/*,$1455.74
"*, *, Sweden",*,*/*/*,$5268.12
"*, *, Sweden",*,*/*/*,$4930.16
"*, *, *",Female,*/*/*,$2071.57
"*, *, *",Female,*/*/*,$6528.84
"*, *, *",Female,*/*/*,$6340.24
"*, *, *",Female,*/*/*,$5796.92
"*, *, Sweden",Female,*/*/*,$4576.59
"*, *, Sweden",Female,*/*/*,$6075.15
"*, *, Sweden",Female,*/*/*,$3951.59
"*, *, Sweden",Female,*/*/*,$5338.30
"*, *, United States",Female,*/*/*,$2306.02
"*, *, United States",Female,*/*/*,$4630.14
"*, *, United States",Female,*/*/*,$6834.47
"*, *, United States",Female,*/*/*,$1348.47
"*, *, Portugal",Female,*/*/*,$7233.37
"*, *, Portugal",Female,*/*/*,$5866.61
"*, *, Portugal",Female,*/*/*,$6520.97
"*, *, Portugal",Female,*/*/*,$948.41
"*, *, Portugal",Female,*/*/*,$1411.11
"*, *, Portugal",Female,*/*/*,$3399.67
"*, *, Portugal",Female,*/*/*,$5737.46
"*, *, Portugal",Female,*/*/*,$2309.35
"*, *, Mexico",Female,*/*/*,$4210.02
"*, *, Mexico",Female,*/*/*,$7048.06
"*, *, Mexico",Female,*/*/*,$4460.26
"*, *, Mexico",Female,*/*/*,$6888.06
"*, Ilha de São Miguel, Portugal",*,*/*/*,$7591.61
"*, Ilha de São Miguel, Portugal",*,*/*/*,$4964.31
"*, Ilha de São Miguel, Portugal",*,*/*/*,$5532.48
"*, Ilha de São Miguel, Portugal",*,*/*/*,$4126.56
"*, *, France",Female,*/*/*,$3525.88
"*, *, France",Female,*/*/*,$5163.00
"*, *, France",Female,*/*/*,$6432.81
"*, *, France",Female,*/*/*,$7279.48
"*, *, Sweden",*,*/*/1990,$3840.66
"*, *, Sweden",*,*/*/1990,$7175.98
"*, *, Sweden",*,*/*/1990,$4682.04
"*, *, Sweden",*,*/*/1990,$4161.69
"*, *, Sweden",Female,*/*/*,$886.98
"*, *, Sweden",Female,*/*/*,$7858.32
"*, *, Sweden",Female,*/*/*,$2803.76
"*, *, Sweden",Female,*/*/*,$2541.75
"*, Rhône-Alpes, France",Female,*/*/*,$7382.35
"*, Rhône-Alpes, France",Female,*/*/*,$3055.75
"*, Rhône-Alpes, France",Female,*/*/*,$7881.42
"*, Rhône-Alpes, France",Female,*/*/*,$6410.80
"*, *, Portugal",Female,*/*/*,$2849.06
"*, *, Portugal",Female,*/*/*,$7588.24
"*, *, Portugal",Female,*/*/*,$5919.34
"*, *, Portugal",Female,*/*/*,$6639.31
"*, *, *",Female,*/*/*,$4942.31
"*, *, *",Female,*/*/*,$983.67
"*, *, *",Female,*/*/*,$5663.67
"*, *, *",Female,*/*/*,$1676.91
"*, *, *",*,*/*/*,$6827.27
"*, *, *",*,*/*/*,$6940.06
"*, *, *",*,*/*/*,$7478.53
"*, *, *",*,*/*/*,$7125.73
"*, *, United States",*,*/*/*,$1967.98
"*, *, United States",*,*/*/*,$2795.69
"*, *, United States",*,*/*/*,$2946.19
"*, *, United States",*,*/*/*,$5057.48
"*, Languedoc-Roussillon, France",Female,*/*/*,$1366.21
"*, Languedoc-Roussillon, France",Female,*/*/*,$7213.98
"*, Languedoc-Roussillon, France",Female,*/*/*,$1958.82
"*, Languedoc-Roussillon, France",Female,*/*/*,$3849.89
"*, *, United States",*,*/*/*,$4199.58
"*, *, United States",*,*/*/*,$1715.64
"*, *, United States",*,*/*/*,$7157.05
"*, *, United States",*,*/*/*,$7827.47
"*, *, United States",Male,*/*/*,$953.73
"*, *, United States",Male,*/*/*,$4300.13
"*, *, United States",Male,*/*/*,$3621.99
"*, *, United States",Male,*/*/*,$3036.16
"*, *, Mexico",Female,*/*/*,$2407.39
"*, *, Mexico",Female,*/*/*,$7184.92
"*, *, Mexico",Female,*/*/*,$2723.11
"*, *, Mexico",Female,*/*/*,$2690.43
"*, *, Canada",Female,*/*/*,$6431.42
"*, *, Canada",Female,*/*/*,$1611.63
"*, *, Canada",Female,*/*/*,$4938.67
"*, *, Canada",Female,*/*/*,$3909.93
"*, *, France",Female,*/*/*,$5368.06
"*, *, France",Female,*/*/*,$7274.50
"*, *, France",Female,*/*/*,$1355.25
"*, *, France",Female,*/*/*,$1160.10
"*, *, France",Female,*/*/*,$3445.67
