local,genero,data,salario
"*, *, *",Male,**/**/****,$1697.67
"*, *, *",Male,**/**/****,$5435.41
"*, *, *",Male,**/**/****,$7248.09
"*, *, *",Male,**/**/****,$6383.39
"*, *, *",*,**/**/2010,$6819.26
"*, *, *",*,**/**/2010,$2260.68
"*, *, *",*,**/**/2010,$7595.55
"*, *, *",*,**/**/2010,$5730.25
"*, *, United States",Female,**/**/****,$4329.22
"*, *, United States",Female,**/**/****,$1320.94
"*, *, United States",Female,**/**/****,$4047.44
"*, *, United States",Female,**/**/****,$4178.43
"*, *, *",Male,**/**/****,$5307.88
"*, *, *",Male,**/**/****,$5946.05
"*, *, *",Male,**/**/****,$6598.41
"*, *, *",Male,**/**/****,$5407.86
"*, *, Portugal",*,**/**/****,$2867.51
"*, *, Portugal",*,**/**/****,$7077.49
"*, *, Portugal",*,**/**/****,$1558.87
"*, *, Portugal",*,**/**/****,$1305.29
"*, *, *",Female,**/**/****,$1665.32
"*, *, *",Female,**/**/****,$7202.43
"*, *, *",Female,**/**/****,$4689.02
"*, *, *",Female,**/**/****,$1488.42
"*, *, Portugal",*,**/**/****,$7548.51
"*, *, Portugal",*,**/**/****,$1973.45
"*, *, Portugal",*,**/**/****,$7973.93
"*, *, Portugal",*,**/**/****,$3296.00
"*, *, Sweden",*,**/**/****,$962.08
"*, *, Sweden",*,**/**/****,$2250.17
"*, *, Sweden",*,**/**/****,$1574.30
"*, *, Sweden",*,**/**/****,$2969.04
"*, *, *",Male,**/**/1987,$7817.66
"*, *, *",Male,**/**/1987,$1188.11
"*, *, *",Male,**/**/1987,$5038.59
"*, *, *",Male,**/**/1987,$3191.09
"*, *, Portugal",Male,**/**/****,$4663.87
"*, *, Portugal",Male,**/**/****,$1657.74
"*, *, Portugal",Male,**/**/****,$6118.17
"*, *, Portugal",Male,**/**/****,$6267.86
"*, Michigan, United States",Male,**/**/****,$2454.79
"*, Michigan, United States",Male,**/**/****,$6235.09
"*, Michigan, United States",Male,**/**/****,$3581.83
"*, Michigan, United States",Male,**/**/****,$1575.72
"*, Stockholm, Sweden",*,**/**/1983,$3246.27
"*, Stockholm, Sweden",*,**/**/1983,$2282.26
"*, Stockholm, Sweden",*,**/**/1983,$5412.88
"*, Stockholm, Sweden",*,**/**/1983,$7922.29
"*, *, Portugal",Male,**/**/****,$6417.75
"*, *, Portugal",Male,**/**/****,$7831.28
"*, *, Portugal",Male,**/**/****,$6691.57
"*, *, Portugal",Male,**/**/****,$6314.95
"*, New Brunswick, Canada",Female,**/**/****,$1403.76
"*, New Brunswick, Canada",Female,**/**/****,$5396.24
"*, New Brunswick, Canada",Female,**/**/****,$1693.13
"*, New Brunswick, Canada",Female,**/**/****,$5372.60
"*, Île-de-France, France",*,**/**/****,$3466.43
"*, Île-de-France, France",*,**/**/****,$5823.97
"*, Île-de-France, France",*,**/**/****,$4254.84
"*, Île-de-France, France",*,**/**/****,$4879.99
"*, *, Sweden",*,**/**/****,$3873.74
"*, *, Sweden",*,**/**/****,$6492.17
"*, *, Sweden",*,**/**/****,$5057.22
"*, *, Sweden",*,**/**/****,$6552.66
"*, Veracruz Llave, Mexico",Female,**/**/****,$7103.44
"*, Veracruz Llave, Mexico",Female,**/**/****,$6888.06
"*, Veracruz Llave, Mexico",Female,**/**/****,$6340.24
"*, Veracruz Llave, Mexico",Female,**/**/****,$2071.57
"*, *, *",Male,**/**/****,$1399.34
"*, *, *",Male,**/**/****,$4491.03
"*, *, *",Male,**/**/****,$4583.37
"*, *, *",Male,**/**/****,$3076.92
"*, *, Portugal",Female,**/**/1988,$1404.57
"*, *, Portugal",Female,**/**/1988,$4126.56
"*, *, Portugal",Female,**/**/1988,$1160.22
"*, *, Portugal",Female,**/**/1988,$3223.62
"*, *, Sweden",Female,**/**/****,$5087.05
"*, *, Sweden",Female,**/**/****,$4382.96
"*, *, Sweden",Female,**/**/****,$3615.07
"*, *, Sweden",Female,**/**/****,$7268.00
"*, *, United States",Female,**/**/****,$1899.31
"*, *, United States",Female,**/**/****,$4441.41
"*, *, United States",Female,**/**/****,$1329.70
"*, *, United States",Female,**/**/****,$1288.62
"*, *, *",Female,**/**/****,$1812.50
"*, *, *",Female,**/**/****,$7157.05
"*, *, *",Female,**/**/****,$3435.26
"*, *, *",Female,**/**/****,$3639.38
"*, California, United States",Male,**/**/****,$4979.70
"*, California, United States",Male,**/**/****,$1900.04
"*, California, United States",Male,**/**/****,$6841.99
"*, California, United States",Male,**/**/****,$3362.11
"*, *, *",Female,**/**/1996,$3849.89
"*, *, *",Female,**/**/1996,$5399.22
"*, *, *",Female,**/**/1996,$2981.49
"*, *, *",Female,**/**/1996,$1958.82
"*, *, *",Male,**/**/****,$6642.44
"*, *, *",Male,**/**/****,$1841.41
"*, *, *",Male,**/**/****,$4501.34
"*, *, *",Male,**/**/****,$3613.73
"*, *, Canada",Male,**/**/****,$4067.61
"*, *, Canada",Male,**/**/****,$4675.13
"*, *, Canada",Male,**/**/****,$4094.94
"*, *, Canada",Male,**/**/****,$5937.25
"*, *, *",Male,**/**/2009,$6261.32
"*, *, *",Male,**/**/2009,$7665.45
"*, *, *",Male,**/**/2009,$6721.69
"*, *, *",Male,**/**/2009,$2558.15
"*, *, Canada",*,**/**/****,$7689.46
"*, *, Canada",*,**/**/****,$3401.73
"*, *, Canada",*,**/**/****,$3502.45
"*, *, Canada",*,**/**/****,$2409.34
"Göteborg, Västra Götaland, Sweden",Female,**/**/****,$4148.82
"Göteborg, Västra Götaland, Sweden",Female,**/**/****,$7586.61
"Göteborg, Västra Götaland, Sweden",Female,**/**/****,$5891.65
"Göteborg, Västra Götaland, Sweden",Female,**/**/****,$5268.12
"*, *, France",*,**/**/1989,$1655.67
"*, *, France",*,**/**/1989,$5459.27
"*, *, France",*,**/**/1989,$7068.52
"*, *, France",*,**/**/1989,$1186.54
"*, *, Mexico",Male,**/**/****,$3389.21
"*, *, Mexico",Male,**/**/****,$3408.00
"*, *, Mexico",Male,**/**/****,$883.43
"*, *, Mexico",Male,**/**/****,$6995.08
"*, Île-de-France, France",Male,**/**/****,$5216.68
"*, Île-de-France, France",Male,**/**/****,$1492.88
"*, Île-de-France, France",Male,**/**/****,$5825.49
"*, Île-de-France, France",Male,**/**/****,$7733.10
"*, *, France",*,**/**/****,$7503.54
"*, *, France",*,**/**/****,$7825.33
"*, *, France",*,**/**/****,$5004.78
"*, *, France",*,**/**/****,$2201.87
"*, *, *",Female,**/**/****,$5428.38
"*, *, *",Female,**/**/****,$6834.47
"*, *, *",Female,**/**/****,$5536.87
"*, *, *",Female,**/**/****,$2495.07
"*, *, *",Male,**/**/****,$7175.98
"*, *, *",Male,**/**/****,$6680.18
"*, *, *",Male,**/**/****,$4682.04
"*, *, *",Male,**/**/****,$6630.49
"*, *, *",Female,**/**/1999,$5896.63
"*, *, *",Female,**/**/1999,$4924.11
"*, *, *",Female,**/**/1999,$1622.32
"*, *, *",Female,**/**/1999,$6285.14
"*, *, Sweden",Female,**/**/****,$1188.09
"*, *, Sweden",Female,**/**/****,$6190.47
"*, *, Sweden",Female,**/**/****,$7035.04
"*, *, Sweden",Female,**/**/****,$1145.67
"*, *, *",*,**/**/****,$4531.43
"*, *, *",*,**/**/****,$7048.51
"*, *, *",*,**/**/****,$7758.57
"*, *, *",*,**/**/****,$6445.22
"*, *, United States",Female,**/**/****,$5447.94
"*, *, United States",Female,**/**/****,$5953.02
"*, *, United States",Female,**/**/****,$2622.47
"*, *, United States",Female,**/**/****,$7942.98
"*, *, *",*,**/**/****,$7303.77
"*, *, *",*,**/**/****,$1742.83
"*, *, *",*,**/**/****,$7170.52
"*, *, *",*,**/**/****,$2076.62
"*, *, *",Female,**/**/****,$3011.36
"*, *, *",Female,**/**/****,$6867.13
"*, *, *",Female,**/**/****,$6144.12
"*, *, *",Female,**/**/****,$2465.50
"*, *, *",Male,**/**/****,$3392.24
"*, *, *",Male,**/**/****,$3200.25
"*, *, *",Male,**/**/****,$4615.15
"*, *, *",Male,**/**/****,$7833.82
"*, Setúbal, Portugal",Male,**/**/****,$4443.31
"*, Setúbal, Portugal",Male,**/**/****,$2661.36
"*, Setúbal, Portugal",Male,**/**/****,$3591.12
"*, Setúbal, Portugal",Male,**/**/****,$3573.26
"*, Porto, Portugal",Male,**/**/****,$2932.96
"*, Porto, Portugal",Male,**/**/****,$4472.72
"*, Porto, Portugal",Male,**/**/****,$6584.92
"*, Porto, Portugal",Male,**/**/****,$3863.39
"*, *, France",Male,**/**/****,$4468.57
"*, *, France",Male,**/**/****,$6223.79
"*, *, France",Male,**/**/****,$5485.14
"*, *, France",Male,**/**/****,$1191.22
"*, *, France",Female,**/**/1993,$6649.25
"*, *, France",Female,**/**/1993,$6294.64
"*, *, France",Female,**/**/1993,$4480.55
"*, *, France",Female,**/**/1993,$5796.92
"*, Lorraine, France",Female,**/**/****,$2306.32
"*, Lorraine, France",Female,**/**/****,$3201.59
"*, Lorraine, France",Female,**/**/****,$4160.18
"*, Lorraine, France",Female,**/**/****,$6428.54
"*, *, France",Female,**/**/****,$3478.88
"*, *, France",Female,**/**/****,$1336.07
"*, *, France",Female,**/**/****,$6325.50
"*, *, France",Female,**/**/****,$5080.95
"*, *, *",Male,**/**/1999,$5328.86
"*, *, *",Male,**/**/1999,$4430.56
"*, *, *",Male,**/**/1999,$4542.92
"*, *, *",Male,**/**/1999,$1452.90
"*, *, *",Male,**/**/1993,$953.73
"*, *, *",Male,**/**/1993,$2795.69
"*, *, *",Male,**/**/1993,$4300.13
"*, *, *",Male,**/**/1993,$1455.74
"*, *, Sweden",Female,**/**/****,$1900.48
"*, *, Sweden",Female,**/**/****,$4407.88
"*, *, Sweden",Female,**/**/****,$4161.69
"*, *, Sweden",Female,**/**/****,$6509.58
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$5814.99
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$6860.11
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$6974.65
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$1238.66
"*, Île-de-France, France",Female,**/**/****,$7474.04
"*, Île-de-France, France",Female,**/**/****,$2918.64
"*, Île-de-France, France",Female,**/**/****,$4680.61
"*, Île-de-France, France",Female,**/**/****,$2236.23
"*, *, *",Female,**/**/****,$1484.69
"*, *, *",Female,**/**/****,$6639.31
"*, *, *",Female,**/**/****,$1350.28
"*, *, *",Female,**/**/****,$5763.40
"*, *, United States",Male,**/**/****,$2891.78
"*, *, United States",Male,**/**/****,$6749.17
"*, *, United States",Male,**/**/****,$7516.22
"*, *, United States",Male,**/**/****,$4000.92
"*, *, United States",Male,**/**/****,$5910.48
"*, *, United States",Male,**/**/****,$7827.47
"*, *, United States",Male,**/**/****,$5411.17
"*, *, United States",Male,**/**/****,$813.67
"*, *, *",Female,**/**/****,$5196.14
"*, *, *",Female,**/**/****,$4938.67
"*, *, *",Female,**/**/****,$1126.55
"*, *, *",Female,**/**/****,$4324.50
"*, Québec, Canada",Female,**/**/****,$3027.02
"*, Québec, Canada",Female,**/**/****,$5074.78
"*, Québec, Canada",Female,**/**/****,$5727.15
"*, Québec, Canada",Female,**/**/****,$6657.46
"*, *, France",Female,**/**/****,$4725.00
"*, *, France",Female,**/**/****,$4518.41
"*, *, France",Female,**/**/****,$2471.10
"*, *, France",Female,**/**/****,$3525.88
"*, *, France",Male,**/**/****,$6606.39
"*, *, France",Male,**/**/****,$6648.08
"*, *, France",Male,**/**/****,$4105.04
"*, *, France",Male,**/**/****,$4354.51
"*, *, France",*,**/**/****,$2208.72
"*, *, France",*,**/**/****,$1466.87
"*, *, France",*,**/**/****,$5475.66
"*, *, France",*,**/**/****,$7199.46
"*, *, *",Male,**/**/****,$4260.81
"*, *, *",Male,**/**/****,$6874.81
"*, *, *",Male,**/**/****,$3218.09
"*, *, *",Male,**/**/****,$6553.93
"*, Setúbal, Portugal",*,**/**/****,$2335.56
"*, Setúbal, Portugal",*,**/**/****,$877.91
"*, Setúbal, Portugal",*,**/**/****,$5932.94
"*, Setúbal, Portugal",*,**/**/****,$7753.83
"*, *, Portugal",Female,**/**/****,$6376.96
"*, *, Portugal",Female,**/**/****,$6594.48
"*, *, Portugal",Female,**/**/****,$1610.27
"*, *, Portugal",Female,**/**/****,$2309.35
"*, *, *",Male,**/**/****,$6517.73
"*, *, *",Male,**/**/****,$7345.49
"*, *, *",Male,**/**/****,$1622.77
"*, *, *",Male,**/**/****,$4964.31
"*, *, France",*,**/**/****,$2463.52
"*, *, France",*,**/**/****,$2458.05
"*, *, France",*,**/**/****,$3030.74
"*, *, France",*,**/**/****,$2671.01
"*, Stockholm, Sweden",Female,**/**/****,$5373.09
"*, Stockholm, Sweden",Female,**/**/****,$7701.36
"*, Stockholm, Sweden",Female,**/**/****,$2943.14
"*, Stockholm, Sweden",Female,**/**/****,$6416.83
"*, *, *",Female,**/**/****,$2407.39
"*, *, *",Female,**/**/****,$6230.34
"*, *, *",Female,**/**/****,$3591.60
"*, *, *",Female,**/**/****,$7418.79
"*, *, France",*,**/**/****,$7634.03
"*, *, France",*,**/**/****,$6827.27
"*, *, France",*,**/**/****,$4783.94
"*, *, France",*,**/**/****,$7689.77
"*, *, France",Male,**/**/****,$7145.67
"*, *, France",Male,**/**/****,$1265.76
"*, *, France",Male,**/**/****,$7512.12
"*, *, France",Male,**/**/****,$5323.97
"*, *, Sweden",Male,**/**/****,$4631.52
"*, *, Sweden",Male,**/**/****,$6963.88
"*, *, Sweden",Male,**/**/****,$5563.83
"*, *, Sweden",Male,**/**/****,$3875.41
"*, *, Portugal",Female,**/**/****,$1684.26
"*, *, Portugal",Female,**/**/****,$7659.54
"*, *, Portugal",Female,**/**/****,$4302.66
"*, *, Portugal",Female,**/**/****,$5283.42
"*, *, United States",Male,**/**/****,$4879.74
"*, *, United States",Male,**/**/****,$5366.98
"*, *, United States",Male,**/**/****,$5721.70
"*, *, United States",Male,**/**/****,$2697.06
"*, *, *",Female,**/**/****,$1242.05
"*, *, *",Female,**/**/****,$7881.42
"*, *, *",Female,**/**/****,$6424.69
"*, *, *",Female,**/**/****,$3112.29
"*, Île-de-France, France",Male,**/**/****,$3945.26
"*, Île-de-France, France",Male,**/**/****,$2627.52
"*, Île-de-France, France",Male,**/**/****,$1020.66
"*, Île-de-France, France",Male,**/**/****,$2851.56
"*, *, United States",Female,**/**/****,$2306.02
"*, *, United States",Female,**/**/****,$4630.14
"*, *, United States",Female,**/**/****,$6968.33
"*, *, United States",Female,**/**/****,$1348.47
"*, *, Portugal",Male,**/**/****,$4803.14
"*, *, Portugal",Male,**/**/****,$7454.96
"*, *, Portugal",Male,**/**/****,$942.32
"*, *, Portugal",Male,**/**/****,$7159.29
"*, *, *",Female,**/**/****,$5772.96
"*, *, *",Female,**/**/****,$2422.65
"*, *, *",Female,**/**/****,$1280.62
"*, *, *",Female,**/**/****,$3993.28
"*, *, *",Male,**/**/****,$3585.21
"*, *, *",Male,**/**/****,$1405.83
"*, *, *",Male,**/**/****,$2866.63
"*, *, *",Male,**/**/****,$1653.38
"*, California, United States",Female,**/**/****,$5892.17
"*, California, United States",Female,**/**/****,$1165.10
"*, California, United States",Female,**/**/****,$6742.63
"*, California, United States",Female,**/**/****,$5057.48
"*, *, United States",*,**/**/****,$3201.71
"*, *, United States",*,**/**/****,$3334.96
"*, *, United States",*,**/**/****,$6068.22
"*, *, United States",*,**/**/****,$7589.64
"*, *, *",Female,**/**/****,$3769.13
"*, *, *",Female,**/**/****,$4460.26
"*, *, *",Female,**/**/****,$1144.42
"*, *, *",Female,**/**/****,$3976.35
"*, Ontario, Canada",Female,**/**/****,$7060.60
"*, Ontario, Canada",Female,**/**/****,$3688.22
"*, Ontario, Canada",Female,**/**/****,$4627.92
"*, Ontario, Canada",Female,**/**/****,$7096.91
"*, *, *",Male,**/**/2002,$1175.28
"*, *, *",Male,**/**/2002,$3635.14
"*, *, *",Male,**/**/2002,$1390.00
"*, *, *",Male,**/**/2002,$1006.79
"*, *, *",*,**/**/****,$3717.17
"*, *, *",*,**/**/****,$7540.04
"*, *, *",*,**/**/****,$4728.31
"*, *, *",*,**/**/****,$2454.18
"*, *, *",Female,**/**/2005,$1112.80
"*, *, *",Female,**/**/2005,$1509.69
"*, *, *",Female,**/**/2005,$4550.42
"*, *, *",Female,**/**/2005,$5471.10
"*, England, United Kingdom",Female,**/**/****,$1569.15
"*, England, United Kingdom",Female,**/**/****,$7166.43
"*, England, United Kingdom",Female,**/**/****,$1887.39
"*, England, United Kingdom",Female,**/**/****,$3561.11
"*, Stockholm, Sweden",Male,**/**/****,$6327.46
"*, Stockholm, Sweden",Male,**/**/****,$3372.24
"*, Stockholm, Sweden",Male,**/**/****,$919.06
"*, Stockholm, Sweden",Male,**/**/****,$4912.45
"*, *, *",Male,**/**/****,$4663.81
"*, *, *",Male,**/**/****,$1768.62
"*, *, *",Male,**/**/****,$7844.90
"*, *, *",Male,**/**/****,$7646.16
"*, Coimbra, Portugal",Female,**/**/****,$4450.49
"*, Coimbra, Portugal",Female,**/**/****,$5847.43
"*, Coimbra, Portugal",Female,**/**/****,$2849.06
"*, Coimbra, Portugal",Female,**/**/****,$7588.24
"*, *, *",Female,**/**/****,$5919.34
"*, *, *",Female,**/**/****,$7622.47
"*, *, *",Female,**/**/****,$7760.46
"*, *, *",Female,**/**/****,$6651.08
"*, *, *",Female,**/**/****,$2858.06
"*, *, *",Female,**/**/****,$3556.11
"*, *, *",Female,**/**/****,$2098.58
"*, *, *",Female,**/**/****,$5213.70
"*, *, *",Female,**/**/****,$5974.55
"*, *, *",Female,**/**/****,$1611.63
"*, *, *",Female,**/**/****,$6431.42
"*, *, *",Female,**/**/****,$5891.93
"*, *, France",Male,**/**/****,$7665.32
"*, *, France",Male,**/**/****,$3542.00
"*, *, France",Male,**/**/****,$3316.55
"*, *, France",Male,**/**/****,$3381.06
"*, *, *",*,**/**/****,$1999.59
"*, *, *",*,**/**/****,$3445.67
"*, *, *",*,**/**/****,$7983.68
"*, *, *",*,**/**/****,$3645.69
"*, *, Portugal",Female,**/**/2005,$6172.13
"*, *, Portugal",Female,**/**/2005,$5368.89
"*, *, Portugal",Female,**/**/2005,$6289.95
"*, *, Portugal",Female,**/**/2005,$7795.42
"*, *, Canada",Female,**/**/****,$3909.93
"*, *, Canada",Female,**/**/****,$7801.31
"*, *, Canada",Female,**/**/****,$2894.36
"*, *, Canada",Female,**/**/****,$4468.31
"*, *, *",*,**/**/****,$6289.41
"*, *, *",*,**/**/****,$7376.21
"*, *, *",*,**/**/****,$943.67
"*, *, *",*,**/**/****,$1319.03
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$2874.62
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$2772.86
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$6183.10
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/****,$5404.43
"*, *, Portugal",Female,**/**/****,$7105.57
"*, *, Portugal",Female,**/**/****,$3248.92
"*, *, Portugal",Female,**/**/****,$2854.38
"*, *, Portugal",Female,**/**/****,$5999.29
"*, *, France",Male,**/**/****,$7063.28
