local,genero,data,salario
"Francisco Villa, Veracruz Llave, Mexico",Male,**/**/****,$4430.56
"*, Stockholm, Sweden",Male,**/**/1995,$6327.46
"*, Stockholm, Sweden",Male,**/**/1995,$3372.24
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/1984,$5814.99
"*, Provence-Alpes-Côte d'Azur, France",Female,**/**/1984,$6860.11
"*, *, *",Female,**/02/1996,$7370.54
"*, *, *",Female,**/02/1996,$2923.67
"*, *, *",Female,**/06/1984,$7913.17
"*, *, *",Female,**/06/1984,$5788.73
"*, *, France",Female,**/**/2002,$1032.68
"*, *, France",Female,**/**/2002,$6889.74
"*, *, Portugal",Female,**/01/2002,$7649.68
"*, *, Portugal",Female,**/01/2002,$1973.45
"*, California, United States",Female,**/**/****,$2460.19
"*, California, United States",Female,**/**/****,$6964.99
"*, *, Sweden",Male,**/10/2005,$7937.78
"*, *, Sweden",Male,**/10/2005,$7242.59
"*, Vila Real, Portugal",Female,**/**/****,$6907.90
"*, Vila Real, Portugal",Female,**/**/****,$7539.41
"*, *, United States",Female,**/07/1993,$4241.71
"*, *, United States",Female,**/07/1993,$3031.23
"*, Östergötland, Sweden",Male,**/**/****,$3775.21
"*, Östergötland, Sweden",Male,**/**/****,$2411.09
"*, *, Canada",Male,**/05/1998,$4067.61
"*, *, Canada",Male,**/05/1998,$4675.13
"Nantes, Pays de la Loire, France",*,**/**/2004,$5054.87
"Nantes, Pays de la Loire, France",*,**/**/2004,$6148.93
"*, Île-de-France, France",Female,**/12/2006,$5352.76
"*, Île-de-France, France",Female,**/12/2006,$2561.84
"*, *, *",Female,**/10/2006,$3420.93
"*, *, *",Female,**/10/2006,$7184.92
"*, Île-de-France, France",Female,**/04/1981,$3435.34
"*, Île-de-France, France",Female,**/04/1981,$2654.98
"*, Lisboa, Portugal",Male,**/**/****,$5108.35
"*, Lisboa, Portugal",Male,**/**/****,$6691.57
"*, Västra Götaland, Sweden",Male,**/**/1991,$7885.38
"*, Västra Götaland, Sweden",Male,**/**/1991,$4930.16
"*, *, United States",Male,**/**/1984,$5910.48
"*, *, United States",Male,**/**/1984,$7827.47
"*, Viana do Castelo, Portugal",Female,**/**/****,$5252.25
"*, Viana do Castelo, Portugal",Female,**/**/****,$3878.76
"*, Santarém, Portugal",Female,**/**/****,$7816.46
"*, Santarém, Portugal",Female,**/**/****,$1133.30
"*, Stockholm, Sweden",Female,**/**/****,$2293.48
"*, Stockholm, Sweden",Female,**/**/****,$4848.93
"*, Braga, Portugal",Male,**/**/1997,$2867.51
"*, Braga, Portugal",Male,**/**/1997,$3200.30
"*, *, France",Male,**/**/2004,$3511.27
"*, *, France",Male,**/**/2004,$4907.54
"*, Lisboa, Portugal",Male,**/08/2003,$2866.63
"*, Lisboa, Portugal",Male,**/08/2003,$7660.68
"*, *, France",Female,**/**/1983,$6749.04
"*, *, France",Female,**/**/1983,$4160.18
"*, Québec, Canada",Female,**/**/1982,$3027.02
"*, Québec, Canada",Female,**/**/1982,$5074.78
"*, *, Sweden",Female,**/11/1987,$3028.28
"*, *, Sweden",Female,**/11/1987,$5057.22
"*, *, *",Male,**/06/1984,$5530.85
"*, *, *",Male,**/06/1984,$2420.72
"*, *, United States",Female,**/10/1997,$5428.38
"*, *, United States",Female,**/10/1997,$6834.47
"*, Île-de-France, France",Male,**/**/1990,$7503.54
"*, Île-de-France, France",Male,**/**/1990,$5004.78
"*, *, France",Female,15/11/2005,$1242.05
"*, *, France",Female,15/11/2005,$7881.42
"*, *, United States",Male,**/**/1985,$3567.45
"*, *, United States",Male,**/**/1985,$3427.50
"*, *, Canada",Female,**/11/1995,$7782.63
"*, *, Canada",Female,**/11/1995,$7292.50
"*, Veracruz Llave, Mexico",Male,**/**/****,$7844.90
"*, Veracruz Llave, Mexico",Male,**/**/****,$6995.08
"*, *, United States",Female,**/**/2010,$6968.33
"*, *, United States",Female,**/**/2010,$7983.68
"*, *, *",Male,01/07/1999,$4615.15
"*, *, *",Male,01/07/1999,$3392.24
"*, *, France",Female,**/**/1989,$6728.72
"*, *, France",Female,**/**/1989,$2004.14
"*, *, Portugal",Male,**/03/2003,$7421.85
"*, *, Portugal",Male,**/03/2003,$5214.50
"Quintãs, Viseu, Portugal",Female,**/**/****,$2320.29
"Quintãs, Viseu, Portugal",Female,**/**/****,$6639.31
"*, *, *",Male,**/04/1992,$3585.70
"*, *, *",Male,**/04/1992,$5169.65
"*, Jönköping, Sweden",Male,**/**/****,$6525.63
"*, Jönköping, Sweden",Male,**/**/****,$2260.68
"*, Saskatchewan, Canada",Male,**/**/****,$7689.46
"*, Saskatchewan, Canada",Male,**/**/****,$4094.94
"*, Braga, Portugal",Male,**/**/****,$2261.44
"*, Braga, Portugal",Male,**/**/****,$7386.55
"*, *, France",Male,**/**/2002,$7512.12
"*, *, France",Male,**/**/2002,$3635.14
"*, *, *",Female,13/11/2005,$6230.34
"*, *, *",Female,13/11/2005,$3334.96
"Charlotte, North Carolina, United States",Male,**/**/****,$2697.06
"Charlotte, North Carolina, United States",Male,**/**/****,$5366.98
"*, *, Portugal",Female,**/05/2008,$6520.97
"*, *, Portugal",Female,**/05/2008,$7233.37
"*, *, France",Male,**/02/1989,$5700.29
"*, *, France",Male,**/02/1989,$1186.54
"Lyon, Rhône-Alpes, France",Female,**/**/****,$2671.01
"Lyon, Rhône-Alpes, France",Female,**/**/****,$6410.80
"*, Île-de-France, France",Female,**/**/1986,$4680.61
"*, Île-de-France, France",Female,**/**/1986,$2918.64
"*, Dalarna, Sweden",Female,**/**/****,$7201.47
"*, Dalarna, Sweden",Female,**/**/****,$6250.72
"*, Texas, United States",Female,**/**/****,$7700.50
"*, Texas, United States",Female,**/**/****,$3006.83
"*, Québec, Canada",Female,**/**/1998,$2268.22
"*, Québec, Canada",Female,**/**/1998,$3976.35
"*, *, *",Male,**/10/1981,$1305.29
"*, *, *",Male,**/10/1981,$5563.83
"*, *, Mexico",Male,**/**/1994,$3389.21
"*, *, Mexico",Male,**/**/1994,$6686.36
"*, *, *",Female,**/**/1980,$1385.97
"*, *, *",Female,**/**/1980,$7622.47
"*, *, Portugal",Male,**/12/1984,$2661.36
"*, *, Portugal",Male,**/12/1984,$3526.69
"*, *, Canada",Female,**/02/1997,$4240.55
"*, *, Canada",Female,**/02/1997,$1647.59
"Orléans, Centre, France",Male,**/**/****,$5620.85
"Orléans, Centre, France",Male,**/**/****,$7519.69
"Tibro, Västra Götaland, Sweden",Male,**/**/****,$7665.45
"Tibro, Västra Götaland, Sweden",Male,**/**/****,$3520.57
"*, *, Mexico",*,**/02/1990,$3814.74
"*, *, Mexico",*,**/02/1990,$6445.22
"*, Québec, Canada",Male,**/**/2006,$3407.45
"*, Québec, Canada",Male,**/**/2006,$5871.22
"*, *, France",Male,**/**/2007,$2942.07
"*, *, France",Male,**/**/2007,$3533.25
"*, *, Portugal",Female,**/11/2005,$5368.89
"*, *, Portugal",Female,**/11/2005,$6172.13
"*, *, United States",Female,**/**/2009,$7311.26
"*, *, United States",Female,**/**/2009,$943.67
"*, *, United States",Female,**/**/1983,$7589.64
"*, *, United States",Female,**/**/1983,$2934.66
"*, Vila Real, Portugal",Male,**/**/2005,$2106.68
"*, Vila Real, Portugal",Male,**/**/2005,$4370.17
"*, Aquitaine, France",Female,**/**/****,$4783.94
"*, Aquitaine, France",Female,**/**/****,$5475.66
"*, *, United States",Male,**/10/1986,$1059.41
"*, *, United States",Male,**/10/1986,$6068.22
"*, *, Canada",Female,**/09/1992,$4139.57
"*, *, Canada",Female,**/09/1992,$4234.16
"*, *, Portugal",Female,**/05/1981,$5847.43
"*, *, Portugal",Female,**/05/1981,$7847.46
"*, Lisboa, Portugal",Female,**/**/****,$5191.05
"*, Lisboa, Portugal",Female,**/**/****,$2363.38
"Porto Formoso, Ilha de São Miguel, Portugal",Male,**/**/****,$6118.17
"Porto Formoso, Ilha de São Miguel, Portugal",Male,**/**/****,$4964.31
"*, Tamaulipas, Mexico",Male,**/**/****,$1390.00
"*, Tamaulipas, Mexico",Male,**/**/****,$883.43
"Saint Petersburg, Florida, United States",Female,**/**/****,$3435.26
"Saint Petersburg, Florida, United States",Female,**/**/****,$1668.43
"*, Île-de-France, France",Female,**/**/****,$5536.87
"*, Île-de-France, France",Female,**/**/****,$1191.96
"*, *, United States",Male,**/**/1995,$2946.19
"*, *, United States",Male,**/**/1995,$1697.67
"*, *, France",Male,**/**/1987,$1555.57
"*, *, France",Male,**/**/1987,$2627.52
"*, *, France",Male,**/**/2001,$3381.06
"*, *, France",Male,**/**/2001,$7665.32
"*, Québec, Canada",Male,**/**/1984,$5790.08
"*, Québec, Canada",Male,**/**/1984,$6662.13
"*, Île-de-France, France",Male,**/02/2010,$1348.85
"*, Île-de-France, France",Male,**/02/2010,$7109.56
"*, Île-de-France, France",Female,**/**/****,$4544.05
"*, Île-de-France, France",Female,**/**/****,$2236.23
"*, *, Portugal",Male,**/10/1980,$6314.95
"*, *, Portugal",Male,**/10/1980,$6267.86
"Detroit, Michigan, United States",Male,**/**/****,$2454.79
"Detroit, Michigan, United States",Male,**/**/****,$3581.83
"*, Pays de la Loire, France",Female,**/**/****,$1484.69
"*, Pays de la Loire, France",Female,**/**/****,$4627.31
"*, *, Portugal",Male,**/**/1987,$5264.43
"*, *, Portugal",Male,**/**/1987,$1586.61
"*, Setúbal, Portugal",Female,**/**/1988,$1160.22
"*, Setúbal, Portugal",Female,**/**/1988,$1404.57
"*, Veracruz Llave, Mexico",Male,**/**/****,$4856.16
"*, Veracruz Llave, Mexico",Male,**/**/****,$3408.00
"*, *, United States",Female,**/07/1981,$4047.44
"*, *, United States",Female,**/07/1981,$5953.02
"*, Québec, Canada",Male,**/**/****,$6296.75
"*, Québec, Canada",Male,**/**/****,$6642.44
"*, *, Portugal",Female,**/03/1986,$1684.26
"*, *, Portugal",Female,**/03/1986,$7659.54
"*, *, Portugal",Female,**/05/1983,$7373.73
"*, *, Portugal",Female,**/05/1983,$7453.73
"Göteborg, Västra Götaland, Sweden",*,**/**/2003,$6190.47
"Göteborg, Västra Götaland, Sweden",*,**/**/2003,$2946.37
"Tulsa, Oklahoma, United States",Male,**/**/****,$2729.76
"Tulsa, Oklahoma, United States",Male,**/**/****,$5946.05
"Fovissste, Guerrero, Mexico",Female,**/**/****,$7525.73
"Fovissste, Guerrero, Mexico",Female,**/**/****,$2184.75
"*, Braga, Portugal",Male,**/**/1996,$3574.50
"*, Braga, Portugal",Male,**/**/1996,$1657.74
"*, Bragança, Portugal",Male,**/**/****,$4468.82
"*, Bragança, Portugal",Male,**/**/****,$7917.34
"Göteborg, Västra Götaland, Sweden",Male,**/**/****,$5383.93
"Göteborg, Västra Götaland, Sweden",Male,**/**/****,$3472.88
"Stockholm, Stockholm, Sweden",Female,**/06/1982,$6525.14
"Stockholm, Stockholm, Sweden",Female,**/06/1982,$2282.24
"*, *, Portugal",Female,**/**/1996,$2642.75
"*, *, Portugal",Female,**/**/1996,$7202.43
"Mölndal, Västra Götaland, Sweden",Female,**/**/****,$6062.26
"Mölndal, Västra Götaland, Sweden",Female,**/**/****,$6059.58
"*, Rhône-Alpes, France",Male,**/**/1998,$6223.79
"*, Rhône-Alpes, France",Male,**/**/1998,$1191.22
"*, *, Portugal",Male,**/**/1994,$7857.47
"*, *, Portugal",Male,**/**/1994,$4504.29
"*, England, United Kingdom",Female,**/**/****,$3561.11
"*, England, United Kingdom",Female,**/**/****,$7166.43
"*, Florida, United States",*,**/**/2007,$3591.60
"*, Florida, United States",*,**/**/2007,$813.67
"Nîmes, Languedoc-Roussillon, France",Female,**/**/****,$1958.82
"Nîmes, Languedoc-Roussillon, France",Female,**/**/****,$7213.98
"*, *, United States",Female,**/**/1989,$7511.52
"*, *, United States",Female,**/**/1989,$2495.07
"*, *, Portugal",Female,**/**/1988,$3223.62
"*, *, Portugal",Female,**/**/1988,$4022.26
"*, *, France",Female,**/01/1987,$2422.65
"*, *, France",Female,**/01/1987,$3445.67
"*, *, France",Male,**/**/1992,$6363.88
"*, *, France",Male,**/**/1992,$3827.17
"*, Île-de-France, France",Female,**/08/2007,$5163.00
"*, Île-de-France, France",Female,**/08/2007,$3525.88
"*, Indiana, United States",Female,**/**/****,$5116.24
"*, Indiana, United States",Female,**/**/****,$1676.91
"São Paio de Gramaços, Coimbra, Portugal",Female,**/**/****,$2849.06
"São Paio de Gramaços, Coimbra, Portugal",Female,**/**/****,$7588.24
"*, Stockholm, Sweden",Female,**/**/1995,$7278.18
"*, Stockholm, Sweden",Female,**/**/1995,$2007.00
"*, Coimbra, Portugal",Female,**/**/****,$7198.71
"*, Coimbra, Portugal",Female,**/**/****,$4450.49
"*, *, France",Female,**/**/1995,$3227.73
"*, *, France",Female,**/**/1995,$2565.78
"*, Oaxaca, Mexico",Male,**/**/****,$959.80
"*, Oaxaca, Mexico",Male,**/**/****,$7170.52
"*, Oaxaca, Mexico",Female,**/**/****,$2858.06
"*, Oaxaca, Mexico",Female,**/**/****,$6285.72
"*, *, Sweden",Female,**/**/1996,$2172.78
"*, *, Sweden",Female,**/**/1996,$2541.75
"*, Västra Götaland, Sweden",Male,**/**/2001,$5977.38
"*, Västra Götaland, Sweden",Male,**/**/2001,$6578.25
"*, *, *",Female,**/03/2006,$2060.75
"*, *, *",Female,**/03/2006,$1786.57
"Stockholm, Stockholm, Sweden",Female,**/**/****,$1145.67
"Stockholm, Stockholm, Sweden",Female,**/**/****,$6950.84
"*, *, France",Female,**/**/1989,$4400.91
"*, *, France",Female,**/**/1989,$1280.62
"*, *, *",Female,**/03/2000,$4941.80
"*, *, *",Female,**/03/2000,$7103.44
"Stockholm, Stockholm, Sweden",*,**/**/1991,$7290.49
"Stockholm, Stockholm, Sweden",*,**/**/1991,$4912.45
"*, Île-de-France, France",Male,**/**/****,$1174.30
"*, Île-de-France, France",Male,**/**/****,$4254.84
"*, Île-de-France, France",Male,**/05/1985,$3752.70
"*, Île-de-France, France",Male,**/05/1985,$6939.54
"*, *, Portugal",Male,**/02/1991,$7831.28
"*, *, Portugal",Male,**/02/1991,$6417.75
"*, Ontario, Canada",Female,**/**/****,$7096.91
"*, Ontario, Canada",Female,**/**/****,$4627.92
"*, *, *",Male,**/11/2000,$4510.14
"*, *, *",Male,**/11/2000,$2321.79
"*, *, France",Female,**/06/1996,$3849.89
"*, *, France",Female,**/06/1996,$5399.22
"*, *, France",Female,**/**/1996,$4630.99
"*, *, France",Female,**/**/1996,$1934.60
"*, Setúbal, Portugal",Male,**/**/2000,$3591.12
"*, Setúbal, Portugal",Male,**/**/2000,$3573.26
"Uppsala, Uppsala, Sweden",*,**/**/2008,$4109.65
"Uppsala, Uppsala, Sweden",*,**/**/2008,$2096.28
"*, Coahuila De Zaragoza, Mexico",Male,**/**/****,$2435.84
"*, Coahuila De Zaragoza, Mexico",Male,**/**/****,$5328.86
"Tampa, Florida, United States",Female,**/**/****,$5805.91
"Tampa, Florida, United States",Female,**/**/****,$3912.08
"*, Guarda, Portugal",Female,**/**/****,$7077.49
"*, Guarda, Portugal",Female,**/**/****,$5737.46
"*, *, *",Male,**/04/2000,$7718.68
"*, *, *",Male,**/04/2000,$5745.78
"*, *, *",*,24/10/2003,$1839.10
"*, *, *",*,24/10/2003,$4105.04
"Hallsberg, Örebro, Sweden",Female,**/**/****,$6173.77
"Hallsberg, Örebro, Sweden",Female,**/**/****,$3625.99
"Cleveland, Ohio, United States",Female,**/**/****,$3562.87
"Cleveland, Ohio, United States",Female,**/**/****,$7694.59
"*, Québec, Canada",Female,**/**/****,$3646.85
"*, Québec, Canada",Female,**/**/****,$5727.15
"Stockholm, Stockholm, Sweden",Female,**/**/1998,$5338.30
"Stockholm, Stockholm, Sweden",Female,**/**/1998,$2909.91
"*, Lisboa, Portugal",Female,**/**/****,$3639.38
"*, Lisboa, Portugal",Female,**/**/****,$5751.78
"Oromocto, New Brunswick, Canada",Female,**/**/****,$5396.24
"Oromocto, New Brunswick, Canada",Female,**/**/****,$1403.76
"*, Québec, Canada",Male,**/**/****,$7082.80
"*, Québec, Canada",Male,**/**/****,$4501.34
"*, *, Portugal",Male,**/06/1999,$3200.25
"*, *, Portugal",Male,**/06/1999,$6056.46
"*, *, Sweden",Female,**/06/1985,$3014.90
"*, *, Sweden",Female,**/06/1985,$4733.60
"*, *, France",Female,**/05/2003,$1422.11
"*, *, France",Female,**/05/2003,$5080.95
"*, Dalarna, Sweden",Male,**/**/****,$1755.24
"*, Dalarna, Sweden",Male,**/**/****,$1574.30
"*, Setúbal, Portugal",Female,**/**/1998,$2335.56
"*, Setúbal, Portugal",Female,**/**/1998,$877.91
"*, Setúbal, Portugal",Male,**/**/1994,$7189.04
"*, Setúbal, Portugal",Male,**/**/1994,$7159.29
"*, Porto, Portugal",Female,**/**/1985,$3248.92
"*, Porto, Portugal",Female,**/**/1985,$1488.42
"Constance, Porto, Portugal",Female,**/**/****,$7276.96
"Constance, Porto, Portugal",Female,**/**/****,$5823.77
"Besançon, Franche-Comté, France",Male,**/**/****,$7537.16
"Besançon, Franche-Comté, France",Male,**/**/****,$5689.99
"*, *, Canada",Female,**/**/1998,$7697.11
"*, *, Canada",Female,**/**/1998,$979.70
"*, Lisboa, Portugal",Male,**/**/****,$6760.76
"*, Lisboa, Portugal",Male,**/**/****,$4578.33
"*, Viana do Castelo, Portugal",Male,**/**/****,$4919.65
"*, Viana do Castelo, Portugal",Male,**/**/****,$1245.80
"*, Leiria, Portugal",Male,**/**/****,$2944.40
"*, Leiria, Portugal",Male,**/**/****,$5038.59
"*, Castelo Branco, Portugal",Female,**/**/****,$6545.90
"*, Castelo Branco, Portugal",Female,**/**/****,$5772.69
"Falun, Dalarna, Sweden",Male,**/**/****,$1455.74
"Falun, Dalarna, Sweden",Male,**/**/****,$2881.34
"*, Île-de-France, France",Male,**/**/****,$5216.68
"*, Île-de-France, France",Male,**/**/****,$4879.99
"*, Stockholm, Sweden",Male,**/**/****,$4107.46
"*, Stockholm, Sweden",Male,**/**/****,$919.06
"*, *, Portugal",Male,**/**/1981,$4902.14
"*, *, Portugal",Male,**/**/1981,$7973.93
"*, Minnesota, United States",Female,**/**/****,$4329.22
"*, Minnesota, United States",Female,**/**/****,$3041.78
"*, *, Portugal",Female,**/07/2000,$1411.11
"*, *, Portugal",Female,**/07/2000,$3399.67
"*, *, Sweden",Male,**/03/2004,$6630.49
"*, *, Sweden",Male,**/03/2004,$6963.88
"*, Västra Götaland, Sweden",Female,**/**/****,$7268.00
"*, Västra Götaland, Sweden",Female,**/**/****,$5240.94
"*, *, Portugal",Female,**/06/2009,$7591.61
"*, *, Portugal",Female,**/06/2009,$3483.46
"*, Florida, United States",Male,**/**/1991,$5721.70
"*, Florida, United States",Male,**/**/1991,$7516.22
"*, *, Mexico",Male,**/03/2008,$1403.09
"*, *, Mexico",Male,**/03/2008,$3602.31
"*, Porto, Portugal",Female,**/**/****,$4302.66
"*, Porto, Portugal",Female,**/**/****,$1665.32
"*, *, *",Male,**/06/2009,$3078.97
"*, *, *",Male,**/06/2009,$6712.81
"*, Stockholm, Sweden",Male,**/**/1983,$2282.26
"*, Stockholm, Sweden",Male,**/**/1983,$7922.29
"*, *, *",Female,**/01/1993,$6528.84
"*, *, *",Female,**/01/1993,$6974.65
"*, *, Mexico",Female,**/**/1995,$5563.62
"*, *, Mexico",Female,**/**/1995,$3667.75
"Maganha, Porto, Portugal",Female,**/**/****,$4320.80
"Maganha, Porto, Portugal",Female,**/**/****,$3296.00
"*, *, Portugal",Female,**/**/2009,$3303.24
"*, *, Portugal",Female,**/**/2009,$5213.70
"*, Aquitaine, France",Male,**/**/****,$1841.41
"*, Aquitaine, France",Male,**/**/****,$3542.00
"*, *, Mexico",Female,**/**/1996,$4970.32
"*, *, Mexico",Female,**/**/1996,$1144.42
"*, *, *",Female,**/06/1996,$1693.13
"*, *, *",Female,**/06/1996,$2981.49
"*, *, Canada",Female,**/**/****,$5372.60
"*, *, Canada",Female,**/**/****,$2894.36
"*, *, France",Female,**/**/2006,$5503.12
"*, *, France",Female,**/**/2006,$6325.50
"*, *, Canada",Female,**/07/1985,$4468.31
"*, *, Canada",Female,**/07/1985,$5677.54
"Couto, Braga, Portugal",Female,**/**/****,$2880.77
"Couto, Braga, Portugal",Female,**/**/****,$7046.63
"*, Île-de-France, France",Female,**/**/1987,$3108.98
"*, Île-de-France, France",Female,**/**/1987,$5511.34
"*, Bretagne, France",Male,**/**/1999,$6856.56
"*, Bretagne, France",Male,**/**/1999,$5116.30
"*, Setúbal, Portugal",Female,**/**/****,$2533.07
"*, Setúbal, Portugal",Female,**/**/****,$7753.83
"Stockholm, Stockholm, Sweden",Female,**/**/****,$1624.94
"Stockholm, Stockholm, Sweden",Female,**/**/****,$6416.83
"*, *, United States",Male,**/**/2007,$2476.57
"*, *, United States",Male,**/**/2007,$3435.80
"*, Jalisco, Mexico",Male,**/**/****,$2587.42
"*, Jalisco, Mexico",Male,**/**/****,$3989.06
"Notre-Dame-de-l'Île-Perrot, Québec, Canada",*,**/**/****,$3488.65
"Notre-Dame-de-l'Île-Perrot, Québec, Canada",*,**/**/****,$7600.54
"Épinal, Lorraine, France",Female,**/**/****,$3201.59
"Épinal, Lorraine, France",Female,**/**/****,$2306.32
"*, Texas, United States",*,**/**/1999,$5896.63
"*, Texas, United States",*,**/**/1999,$4941.92
"Lombo Meão, Aveiro, Portugal",Male,**/**/****,$7540.04
"Lombo Meão, Aveiro, Portugal",Male,**/**/****,$3717.17
"*, *, *",Male,**/11/1989,$2344.10
"*, *, *",Male,**/11/1989,$4959.20
"*, Veracruz Llave, Mexico",Female,**/**/****,$6340.24
"*, Veracruz Llave, Mexico",Female,**/**/****,$2071.57
"*, *, Canada",*,**/10/1986,$2409.34
"*, *, Canada",*,**/10/1986,$1318.68
"*, *, Sweden",Male,**/**/1990,$4682.04
"*, *, Sweden",Male,**/**/1990,$7175.98
"Fort Lauderdale, Florida, United States",Female,**/**/****,$4305.72
"Fort Lauderdale, Florida, United States",Female,**/**/****,$4324.50
"*, *, Portugal",Male,**/06/1985,$3863.39
"*, *, Portugal",Male,**/06/1985,$7373.11
"Charleston, West Virginia, United States",Female,**/**/****,$5750.62
"Charleston, West Virginia, United States",Female,**/**/****,$1288.62
"*, Braga, Portugal",Female,**/**/****,$6105.52
"*, Braga, Portugal",Female,**/**/****,$7327.12
"Nice, Provence-Alpes-Côte d'Azur, France",Male,**/**/****,$2208.72
"Nice, Provence-Alpes-Côte d'Azur, France",Male,**/**/****,$1466.87
"*, Aveiro, Portugal",Male,**/**/****,$1247.98
"*, Aveiro, Portugal",Male,**/**/****,$6842.64
"*, Porto, Portugal",Male,**/**/****,$4590.54
"*, Porto, Portugal",Male,**/**/****,$6584.92
"*, *, Portugal",Female,**/11/1998,$6030.61
"*, *, Portugal",Female,**/11/1998,$2270.42
"*, Braga, Portugal",Male,**/**/1984,$2558.30
"*, Braga, Portugal",Male,**/**/1984,$1558.87
"Metz, Lorraine, France",Female,**/**/****,$2463.52
"Metz, Lorraine, France",Female,**/**/****,$6428.54
"*, *, Portugal",Male,29/11/1987,$1374.14
"*, *, Portugal",Male,29/11/1987,$5948.45
"*, *, Sweden",Male,**/**/2009,$6261.32
"*, *, Sweden",Male,**/**/2009,$6721.69
"Cergy-Pontoise, Île-de-France, France",Female,**/**/****,$6872.51
"Cergy-Pontoise, Île-de-France, France",Female,**/**/****,$3374.55
"Norton, England, United Kingdom",Male,**/**/****,$1622.77
"Norton, England, United Kingdom",Male,**/**/****,$1127.28
"*, *, Portugal",Male,**/08/1994,$3868.21
"*, *, Portugal",Male,**/08/1994,$1809.17
"Göteborg, Västra Götaland, Sweden",Female,**/**/****,$4148.82
"Göteborg, Västra Götaland, Sweden",Female,**/**/****,$5891.65
"*, *, France",Male,**/**/2010,$3645.69
"*, *, France",Male,**/**/2010,$6336.71
